,Sentiment,Time,Text,review_length,clean_reviews,clean_review_length
3881,positive,2020-05-02,I have been buying pig ears for my brother dogs for over ten years. These were the best quality that I ever purchase. They were bigger and the quality is just as good then what I purchase from other online stores.,213,buying pig ears brother dogs ten years best quality ever purchase bigger quality good purchase online stores,108
3882,positive,2019-07-22,"Trophy Nut - These are Excellent quality, fresh cashews. Roasted, dry not oily.<br />Snack size packs are convenient for take-along.",132,trophy nut excellent quality fresh cashews roasted dry oily snack size packs convenient takealong,97
3883,positive,2020-02-02,"These Tahitian vanilla beans were just what I was looking for! I was very glad that they were more or less the same size/thickness. However, there were a couple in one of my orders and one bean in another that had some mould growing on them, so I had to toss some. That was the only downside. They even arrived a little early, too.",331,tahitian vanilla beans looking glad less sizethickness however couple one orders one bean another mould growing toss downside even arrived little early,151
3884,positive,2020-11-22,"My husband and I really enjoy this product.  We purchase it from a German Baptist bulk foods store in town and have tried the Black Currant and the Blueberry.  I was rather skeptical when my husband brought the bottle over to me to see what I thought but figured we'd try it for the price.  We're not sorry as it is very quality flavor, easy to mix and great for the price as you dilute it 1 party syrup to 7 parts water.  (I actually use more water because we don't want it very sweet.)<br />I would highly recommend this product!",531,husband really enjoy product purchase german baptist bulk foods store town tried black currant blueberry rather skeptical husband brought bottle see thought figured would try price sorry quality flavor easy mix great price dilute 1 party syrup 7 parts water actually water want sweet would highly recommend product,314
3885,positive,2020-01-03,"Espresso pods are a no-fuss, no-muss way to go. I use the MyPressi espresso maker, which I love, and pods make clean-up a snap. The Lucaffe mixed case includes two SKUs. I kind of wish there's been more, but both are so tasty I can't complain. They also arrived loose in a box, which was surprising for me, but not a particular problem. Five stars because both my ""complaints"" are trivial and are irrelevant to the quality of the product.",438,espresso pods nofuss nomuss way go mypressi espresso maker love pods make cleanup snap lucaffe mixed case includes two skus kind wish tasty cannot complain also arrived loose box surprising particular problem five stars complaints trivial irrelevant quality product,265
3886,positive,2020-11-23,This is a high quality tea.  You can instantly tell the difference between this Earl Grey and the other more commons ones you find in the grocery store.  They are of such quality you can steep twice for two cups instead of one.,227,high quality tea instantly tell difference earl grey commons ones find grocery store quality steep twice two cups instead one,125
3887,positive,2021-05-04,"Very good product, the $4.00 increase did less to change my subscription. I love this product and will continue buying in future.",129,good product 400 increase less change subscription love product continue buying future,86
3888,positive,2020-04-27,This was the second time I've ordered the 5lbs bag from Amazon. Both times I've gotten the freshest Good & Plenty's I've ever gotten. I get them at the store or at the movies and they are tough even hard. I loved them and thought that's just how they came until I had them soft and chewy. Awesome!,297,second time ordered 5lbs bag amazon times gotten freshest good plentys ever gotten get store movies tough even hard loved thought came soft chewy awesome,153
3889,positive,2021-08-03,"Good looking, good hand feeling, stable with cold and hot water shift;<br />I got them within 48 hours after I placed the order.",128,good looking good hand feeling stable cold hot water shift got within 48 hours placed order,91
3890,negative,2020-01-30,Soft and Stale.  We ate a few when we opened the jug but we will throw the rest away.,85,soft stale ate opened jug throw rest away,41
3891,negative,2019-07-22,"Noamally get a different brand at Costco, which is far superior to Keenan Farms.  Priced copetitively, but not good quaity, would not order again.",146,noamally get different brand costco far superior keenan farms priced copetitively good quaity would order,105
3892,positive,2020-02-02,"I have found this product to be a good quality, organic tea that you can drink everyday without breaking the bank.  I like to vary the types of tea I drink throughout the day, so this one is just fine by my standards and enjoyable to drink.",240,found product good quality organic tea drink everyday without breaking bank like vary types tea drink throughout day one fine standards enjoyable drink,151
