,sentiment,time,text,cleaned_text,Lowercase Count,Uppercase Count,Uppercase Words,Uppercase Ratio,Punc Count,num_digits,num_verbs,num_nouns,num_tokens_cleaned,num_tokens_raw,num_words_misspelled,polarity,subjectivity,num_pos_words,num_neg_words
4908,negative,2/5/20,"My baby enjoyed this flavor when I purchased it at a store.  I ordered a case of it from Amazon.  the whole case arrived moldy.  Each jar popped when I opened it too, showing that it was properly sealed.  I contacted Earth's Best.  They said they would look into it but would not follow up with me.  Given what is going on in our food industry, I will not purchase any more products from this company.  It is to scary when feeding a baby.  Amazon refunded me but did not take it any further.  Be very careful and inform other families too.  UPDATE:  I was so disappointed with the lack of concern from Earth's Best and Amazon.  I contacted the FDA, they referred me to the USDA because the product contained meat.  They took it very serious and had also received several complaints.  They have come to my house and written a report.  If anyone else noticed this problem please contact the USDA (1-888-674-6854).<br />to report your claim/problem.  They will investigate the problem and the Earth's Best Plant to make sure they are following regulations.",baby enjoy flavor purchase store ordered case amazon whole case arrive moldy jar pop open show properly seal contacted earth best say would look would follow give go food industry purchase product company scary feeding baby amazon refund take careful inform family update disappointed lack concern earth best amazon contact fda refer usda product contain meat take serious also receive several complaint come house write report anyone else notice problem please contact usda report investigate problem earth best plant make sure following regulation,204,4,"UPDATE, FDA, USDA, USDA",0.018605,26,0,13,47,83,215,3,0.8625,0.467037,3,0
1547,positive,11/6/21,"Bought these to try some new recipies, but have found they are quite tasty straight out of the can, chopped up in my salad!",buy try new recipies find quite tasty straight chop salad,27,0,,0.0,3,0,3,4,10,27,1,0.2911,0.427273,0,0
2978,positive,9/3/18,"UPDATE JANUARY 2011<br />I am now a pretty regular drinker of this stuff! In fact, I just ordered some more and I note the price has gone down which makes it very afforable, take in the free shipping, and it's an absolutely delicious  steal!<br /><br />I am really enjoying this Coffee. I usually drink Folgers at home and have done so for nearly 20 years. This was a pleasant surprise, the aroma as it was brewing was scintillating, the taste (with my regular creamer and sugar) was a treat for my taste buds.<br />I finished two cups and was tempted to drink more because it was such a smooth tasting coffee. I used 6 heaped tea-spoon fulls for make 8 cups (as marked on my coffee maker) and it worked out just about right for me; though some hard line coffee drinkers make like it stronger than that!<br />The package itself was a little hard to open, I found the best way was to cut the top off with scissors and use the metal bands on the package to securely close it as airtight as possible.<br /><br />This a really nice coffee but the only way to be sure you will like it is to try it.",update january pretty regular drinker stuff fact order note price go make afforable take free shipping absolutely delicious steal really enjoy coffee usually drink folgers home do nearly year pleasant surprise aroma brew scintillate taste regular creamer sugar treat taste bud finish two cup tempt drink smooth taste coffee use heap full make cup mark coffee maker work right though hard line coffee drinker make like strong package little hard open find best way cut top scissors use metal band package securely close airtight possible really nice coffee way sure like try,242,2,"UPDATE, JANUARY",0.007937,39,1,10,42,92,252,9,0.9883,0.598338,5,0
3895,positive,9/1/21,"We travel to VA frequently. I used to buy these there as favors for neighbors and then have the hassle of getting them back home. Now I just order from Amazon to arrive on the day we get home - the price is much less and no shipping hassles. The quality is excellent, I've tried the Costco version and they are just not as good and nowhere near as good as Planters or others.",travel va frequently use buy favor neighbor hassle get back home order amazon arrive day get home price much less shipping hassle quality excellent try costco version good nowhere near good planter others,76,1,VA,0.0125,6,0,5,16,33,80,1,0.8222,0.42381,1,0
4825,negative,14/4/21,"I was not impressed with these cookies when I tried them, when they first came out and the company had only one flavor. I did not care for them but I knew that something more satisfying could be had because I'd tried others.<br /><br />I have found many great paleo cookie recipes on web sites and in paleo cookbooks that I love and they my friends, cooking students, and neighbors have really enjoyed. If you're looking for rock your taste buds paleo cookies, I suggest you check out the recipes for chocolate chip cookies and other flavors of cookies made from blanched almond flour found in The Gluten Free Almond Flour Cookbook, Make It Paleo, and on Elana Amsterdam's web site.",impressed cooky try first come company one flavor care know something satisfying could would try others find many great paleo cookie recipes web site paleo cookbook love friend cook student neighbor really enjoy look rock taste bud paleo cooky suggest check recipe chocolate chip cooky flavor cooky make blanch almond flour find gluten free almond flour cookbook make paleo elana amsterdam web site,132,0,,0.0,15,1,10,37,63,140,5,0.981,0.685417,3,0
1459,positive,17/7/18,"I have been using this for a year now, very good in tea, I use it on anything. My son puts it on his cereal, he is a very picky eater and he has no clue it isn't real sugar. I put it on my pancakes....Yuuuuummyyyy",use year good tea use anything son put cereal picky eater clue real sugar put pancake yuuuuummyyyy,51,0,,0.0,5,0,2,12,17,54,2,0.4404,0.45,0,0
57,positive,21/4/21,"Of the Erin Baker products, the Fruit & Nut Mini Breakfast Cookie is my favorite!  I have one mini breakfast cookie (about 100 calories) with a cup of coffee in the morning and I feel satisfied and ready to start the day.  Very healthy, low in caloreis, and super delicious is what makes the product work for me.  Try it, you'll like it.",erin baker product fruit nut mini breakfast cookie favorite one mini breakfast cookie calorie cup coffee morning feel satisfy ready start day healthy low caloreis super delicious make product work try like,72,0,,0.0,11,1,1,19,32,74,2,0.9595,0.661111,2,0
103,positive,13/7/21,"This is an outstandingly good cereal. It is not too sweet, is delicious, and healthy, too. A nice choice for anyone wanting to live a healthy life.",outstandingly good cereal sweet delicious healthy nice choice anyone want live healthy life,32,0,,0.0,6,0,1,4,13,33,0,0.9524,0.678571,1,0
87,positive,2/10/21,"We were pleased with this salt. It's actually more salty than regular salt, even kosher salt or sea salt.  A little bit goes a long way!  I don't usually cook with it, but add it to things afterwards. I've been hand grinding it.",pleased salt actually salty regular salt even kosher salt sea salt little bit go long way usually cook add thing afterwards hand grind,50,0,,0.0,7,0,3,9,23,53,3,0.7269,0.387821,0,0
2407,positive,30/9/20,This is the best pre-packaged Wasabi I have found. It has a great texture too. I only buy this now that a friend recommended it and I tried it.wa,best wasabi find great texture buy friend recommend tried,28,0,,0.0,2,0,3,3,9,31,1,0.9325,0.525,2,0
1789,positive,15/3/20,"I love Oreos, especially these new fudge ones. They're now my favorite. I've tried both the mint and the peanut butter versions now, and while the peanut butter are good, the mint is still my favorite. That being said, these aren't bad at all. I still very much enjoyed them. My two kids (5 year old boy and 2 year old girl) both loved them as well. Whenever they could, they were begging for these cookies. In my mind, that's a good sign. If you've got a kid begging for these, you've got a pretty good product.<br /><br />My one disappointment is that it's not the full cookie. It's just half of it. Maybe they've done that to cut costs, but, as I recall, there was a similar Oreo product at one time that offered the full cookie. Either way, still worth it, and definitely a cookie I'd recommend.",love oreo especially new fudge one favorite try mint peanut butter version peanut butter good mint still favorite say bad still much enjoy two kid year old boy year old girl love well whenever could beg cooky mind good sign get kid begging get pretty good product one disappointment full cookie half maybe do cut cost recall similar oreo product one time offer full cookie either way still worth definitely cookie would recommend,187,0,,0.0,32,4,10,31,73,192,9,0.9814,0.557121,2,2
